start,end,id,capacity,length,speed,startlat,startlon,endlat,endlon
56,57,139154955,12,96.69804,45,42.369984,-71.07244,42.369286,-71.07314
57,58,8615699,29,224.58635,45,42.368298,-71.07424,42.36666,-71.07584
58,59,8615699,28,212.58041,45,42.36666,-71.07559,42.36822,-71.0741
59,60,188046723,38,286.74353,45,42.37341,-71.08154,42.37195,-71.07867
60,61,188046723,23,175.2259,45,42.37195,-71.07867,42.37119,-71.0768
61,62,188046723,9,72.85976,45,42.37119,-71.0768,42.37079,-71.076096
62,63,188046723,14,106.27469,45,42.37079,-71.076096,42.370125,-71.075165
63,64,188046723,64,482.14517,45,42.367954,-71.07056,42.370426,-71.07538
64,65,188046723,18,137.97809,45,42.370426,-71.07538,42.371254,-71.07663
65,66,188046723,22,167.69154,45,42.371254,-71.07663,42.371975,-71.07842
66,67,188046723,41,310.48044,45,42.371975,-71.07842,42.37355,-71.08154
67,68,188046723,59,444.5814,45,42.370068,-71.07505,42.36784,-71.07056
70,71,25888867,1,13.000705,45,42.371777,-71.07826,42.37168,-71.07817
71,72,25888867,1,13.930651,45,42.37168,-71.07817,42.37156,-71.07821
72,73,25888867,4,31.748306,45,42.37156,-71.07821,42.371605,-71.07783
73,74,96256982,17,128.58679,45,42.370316,-71.08,42.370518,-71.08154
74,75,96256982,18,138.758,45,42.36994,-71.07709,42.37016,-71.07875
75,76,34079168,5,40.172607,45,42.36858,-71.07394,42.368298,-71.07424
76,77,34079168,5,40.11998,45,42.36822,-71.0741,42.368507,-71.0738
77,78,34079168,1,8.100971,45,42.368664,-71.073845,42.368607,-71.073906
78,79,34079168,1,7.5,45,42.368534,-71.07377,42.36858,-71.07372
79,80,8614998,44,331.93875,45,42.36792,-71.07756,42.368423,-71.08154
83,84,426649105,57,434.684,45,42.371235,-71.08154,42.370556,-71.07633
85,86,356126851,7,57.977238,45,42.368317,-71.0752,42.36801,-71.07463
86,87,138749249,38,287.1177,45,42.36666,-71.07785,42.369205,-71.077255
87,88,138749249,8,60.75038,45,42.369328,-71.07723,42.369865,-71.0771
88,89,138749249,9,68.90485,45,42.370026,-71.077065,42.370636,-71.07692
89,90,8614767,1,7.5,45,42.366985,-71.08154,42.366985,-71.081535
90,91,8614767,3,26.987057,45,42.36688,-71.08109,42.366825,-71.08077
91,92,8614767,2,16.119253,45,42.366825,-71.08077,42.36689,-71.0806
92,93,8614767,1,7.5,45,42.36678,-71.07963,42.366768,-71.079544
93,94,356124054,5,40.711086,45,42.367844,-71.07445,42.367603,-71.07407
94,95,356124054,4,32.534508,45,42.367603,-71.07407,42.367313,-71.07402
95,96,356124054,4,31.450275,45,42.367313,-71.07402,42.367054,-71.07417
