lat,lon
42.372013,-71.067986
42.370274,-71.06892
42.36666,-71.07785
42.362793,-71.08423
42.369865,-71.08739
42.36666,-71.06633
42.3702,-71.06445
42.37195,-71.07867
42.362698,-71.065575
42.372517,-71.070274
42.361824,-71.08622
42.36307,-71.08512
42.371044,-71.07292
42.361683,-71.08533
42.371803,-71.069565
42.36482,-71.07056
42.362144,-71.084236
42.372326,-71.06819
42.369022,-71.07352
42.362507,-71.07099
42.3667,-71.06496
42.361294,-71.07909
42.36192,-71.08515
42.362194,-71.067055
42.36141,-71.070786
42.369534,-71.07056
42.366535,-71.07013
42.366318,-71.0683
42.3722,-71.07056
42.372887,-71.06844
42.363464,-71.08631
42.36453,-71.08855
42.370895,-71.077835
42.36666,-71.06826
42.36815,-71.08585
42.366554,-71.069916
42.361572,-71.08527
42.359325,-71.06596
42.36666,-71.067314
42.372257,-71.076805
42.3619,-71.08154
42.36752,-71.08001
42.363983,-71.06727
42.366825,-71.08077
42.37141,-71.07663
42.365654,-71.08522
42.366493,-71.069984
42.36696,-71.08223
42.36693,-71.07533
42.36109,-71.07879
42.364887,-71.07729
42.365376,-71.085
42.36353,-71.07046
42.371216,-71.06976
42.369404,-71.06922
42.362396,-71.06867
42.368496,-71.08771
42.367847,-71.06309
42.364998,-71.08619
42.37315,-71.08104
42.37236,-71.08462
42.3672,-71.067314
42.36617,-71.06737
42.36176,-71.07153
42.366932,-71.082
42.37171,-71.07632
42.363247,-71.080864
42.366688,-71.08815
42.366158,-71.08502
42.369488,-71.07073
42.37168,-71.07817
42.36666,-71.068184
42.366127,-71.06633
42.3708,-71.07817
42.36117,-71.07198
42.3618,-71.08489
42.369907,-71.064415
42.36673,-71.0682
42.361614,-71.06554
42.36666,-71.08206
42.36181,-71.08506
42.362183,-71.067825
42.369465,-71.0738
42.363678,-71.0819
42.370636,-71.07692
42.36523,-71.085075
42.369236,-71.07305
42.365997,-71.08443
42.365993,-71.06507
42.37211,-71.06452
42.36666,-71.0823
42.363983,-71.0889
42.371876,-71.06706
42.362713,-71.08922
42.363403,-71.084816
42.36666,-71.06629
42.371593,-71.065315
42.36112,-71.066956
42.366474,-71.06822
42.36666,-71.07584
42.365204,-71.08483
42.36777,-71.06542
42.37212,-71.0684
42.36639,-71.06838
42.36925,-71.06908
42.366703,-71.08201
42.36649,-71.06762
42.361305,-71.06267
42.36753,-71.06511
42.362373,-71.08486
42.360905,-71.07031
42.362495,-71.07056
42.37151,-71.07508
42.36355,-71.08625
42.36693,-71.06806
42.36547,-71.06464
42.371437,-71.06574
42.370964,-71.088234
42.372295,-71.0841
42.36484,-71.06956
42.3656,-71.069336
42.37208,-71.08545
42.368607,-71.073906
42.364883,-71.085075
42.370914,-71.065636
42.36773,-71.08154
42.367844,-71.07445
42.364967,-71.08176
42.37075,-71.089066
42.363014,-71.07807
42.37119,-71.0768
42.366356,-71.06629
42.371235,-71.08154
42.367313,-71.07402
42.36545,-71.084236
42.37169,-71.07585
42.361088,-71.08159
42.364513,-71.084946
42.367138,-71.06895
42.36494,-71.08154
42.361744,-71.07225
42.36337,-71.08055
42.362568,-71.0718
42.372814,-71.08282
42.363598,-71.08154
42.36479,-71.07046
42.36758,-71.066246
42.361874,-71.08516
42.368187,-71.071976
42.369682,-71.06688
42.36305,-71.07834
42.370426,-71.07538
42.37206,-71.06837
42.372158,-71.06875
42.36122,-71.067856
42.37016,-71.07875
42.371777,-71.07826
42.361893,-71.08154
42.364193,-71.0843
42.371185,-71.06399
42.361816,-71.08448
42.36666,-71.08835
42.361717,-71.085945
42.361603,-71.07894
42.367706,-71.06561
42.36126,-71.07311
42.366978,-71.06791
42.36359,-71.07056
42.37342,-71.08795
42.366932,-71.08111
42.360847,-71.08577
42.36663,-71.06534
42.361996,-71.08604
42.361366,-71.07951
42.36216,-71.083466
42.365093,-71.078224
42.362617,-71.07832
42.361095,-71.07136
42.361916,-71.08448
42.36217,-71.068634
42.370068,-71.07505
42.36696,-71.06717
42.36666,-71.0819
42.37179,-71.067474
42.36497,-71.07721
42.364143,-71.06915
42.36666,-71.064514
42.363716,-71.08665
42.367,-71.06541
42.3619,-71.085434
42.3614,-71.070595
42.367123,-71.08154
42.36349,-71.08611
42.3701,-71.06552
42.36632,-71.065025
42.370518,-71.08154
42.36276,-71.08439
42.364254,-71.08154
42.361828,-71.08467
42.366985,-71.08154
42.36994,-71.07709
42.361794,-71.08017
42.364384,-71.06584
42.367027,-71.06952
42.368507,-71.0738
42.36602,-71.06961
42.368275,-71.08583
42.36478,-71.06832
42.366985,-71.081535
42.3648,-71.08929
42.37037,-71.07544
42.369854,-71.06468
42.365322,-71.08457
42.3704,-71.075714
42.365093,-71.08276
42.367,-71.08165
42.369865,-71.0677
42.367603,-71.07407
42.36456,-71.06976
42.36876,-71.07238
42.37198,-71.08739
42.363655,-71.06656
42.367126,-71.067184
42.3699,-71.06664
42.367786,-71.065475
42.363594,-71.082794
42.370678,-71.06501
42.36666,-71.08183
42.360867,-71.08561
42.3636,-71.08604
42.370808,-71.0884
42.361027,-71.078865
42.365818,-71.0654
42.370693,-71.066185
42.369232,-71.08733
42.372486,-71.06808
42.371605,-71.07783
42.3631,-71.08804
42.367825,-71.087845
42.361523,-71.08397
42.362858,-71.06528
42.36895,-71.08202
42.363914,-71.06751
42.369747,-71.074066
42.3646,-71.06992
42.36214,-71.0834
42.367954,-71.07056
42.37216,-71.06835
42.36629,-71.08835
42.362617,-71.08207
42.361767,-71.08198
42.361176,-71.08832
42.364647,-71.06709
42.36666,-71.08184
42.36665,-71.06731
42.36242,-71.08469
42.361843,-71.07065
42.370514,-71.08154
42.36993,-71.06458
42.36981,-71.06743
42.36429,-71.069786
42.372284,-71.07056
42.365803,-71.0852
42.36987,-71.0646
42.361965,-71.08572
42.36236,-71.08375
42.36811,-71.06527
42.361927,-71.07846
42.362366,-71.0871
42.361988,-71.08334
42.372124,-71.06906
42.366043,-71.06459
42.36205,-71.07197
42.366207,-71.08605
42.372204,-71.07056
42.36801,-71.07463
42.36126,-71.068726
42.361652,-71.07121
42.364334,-71.08544
42.36138,-71.078575
42.364372,-71.06974
42.369823,-71.08154
42.367054,-71.07417
42.369633,-71.08015
42.36434,-71.0881
42.371914,-71.086876
42.363235,-71.07866
42.36666,-71.06438
42.36838,-71.08051
42.36666,-71.0676
42.37212,-71.08846
42.367683,-71.06622
42.37235,-71.06907
42.364826,-71.08631
42.366795,-71.0669
42.372463,-71.06483
42.361732,-71.08191
42.362217,-71.08395
42.36666,-71.06547
42.369164,-71.07351
42.372097,-71.06503
42.362507,-71.0707
42.361824,-71.07097
42.37162,-71.07588
42.361675,-71.085464
42.36177,-71.07056
42.36515,-71.08552
42.36983,-71.06973
42.36339,-71.08085
42.360985,-71.07073
42.362007,-71.0713
42.36631,-71.06478
42.365902,-71.06863
42.365707,-71.067505
42.360767,-71.08539
42.361595,-71.083244
42.36109,-71.08154
42.36666,-71.06763
42.36886,-71.07362
42.36272,-71.08994
42.36116,-71.084366
42.366837,-71.067116
42.36822,-71.0741
42.36109,-71.08436
42.365746,-71.08592
42.36678,-71.06595
42.369793,-71.06539
42.36117,-71.06247
42.367584,-71.085724
42.36298,-71.07821
42.36113,-71.066
42.363525,-71.08124
42.362434,-71.065094
42.36283,-71.06779
42.362144,-71.08212
42.3636,-71.06692
42.36991,-71.0658
42.36563,-71.069435
42.361763,-71.08325
42.368885,-71.08543
42.363422,-71.06703
42.367855,-71.08494
42.36296,-71.07832
42.371563,-71.07523
42.364647,-71.06991
42.36666,-71.08819
42.372326,-71.06528
42.362614,-71.07158
42.368935,-71.0858
42.36666,-71.0677
42.365833,-71.08511
42.37136,-71.0744
42.366383,-71.06757
42.368305,-71.086105
42.366215,-71.086586
42.361732,-71.07924
42.366642,-71.081856
42.366474,-71.0651
42.373055,-71.086464
42.370125,-71.075165
42.370228,-71.06878
42.370636,-71.08803
42.36468,-71.07003
42.371433,-71.06514
42.363544,-71.07028
42.366196,-71.06424
42.36372,-71.08187
42.369385,-71.069046
42.36067,-71.06824
42.36632,-71.08779
42.365776,-71.06621
42.361473,-71.084526
42.36099,-71.084694
42.36689,-71.0806
42.3661,-71.068565
42.365414,-71.08527
42.368923,-71.08542
42.367607,-71.085976
42.36721,-71.08141
42.367397,-71.064865
42.36666,-71.07957
42.36724,-71.0671
42.372227,-71.07044
42.366276,-71.088715
42.36666,-71.06483
42.366447,-71.06732
42.364998,-71.06975
42.36106,-71.08618
42.367115,-71.06768
42.37054,-71.06798
42.36666,-71.06482
42.37171,-71.07776
42.361668,-71.08002
42.36666,-71.09156
42.36172,-71.082054
42.37087,-71.0746
42.36666,-71.079575
42.367134,-71.088036
42.36377,-71.08645
42.369865,-71.0771
42.361446,-71.07138
42.368534,-71.07377
42.36666,-71.069885
42.37174,-71.06535
42.37001,-71.06832
42.367226,-71.08151
42.366283,-71.06814
42.365467,-71.08435
42.360996,-71.084305
42.362732,-71.065254
42.36125,-71.079094
42.37025,-71.064865
42.360954,-71.07091
42.367275,-71.06487
42.372143,-71.0695
42.361137,-71.065155
42.371857,-71.06976
42.369286,-71.07314
42.366436,-71.08809
42.361904,-71.08716
42.368954,-71.0803
42.362766,-71.07056
42.371975,-71.07842
42.36278,-71.07056
42.362362,-71.07121
42.361923,-71.08522
42.362083,-71.068634
42.371803,-71.07092
42.361526,-71.07162
42.363438,-71.07056
42.370777,-71.07699
42.365803,-71.08491
42.37231,-71.07056
42.36666,-71.069855
42.362385,-71.066
42.362152,-71.07178
42.367146,-71.06762
42.363552,-71.07838
42.37008,-71.06836
42.371593,-71.06963
42.371075,-71.07598
42.364304,-71.081924
42.36666,-71.06772
42.361614,-71.07142
42.37285,-71.077675
42.361553,-71.078514
42.367226,-71.07772
42.36124,-71.07285
42.36668,-71.0698
42.367947,-71.085655
42.366398,-71.08836
42.367046,-71.06522
42.371037,-71.08154
42.36648,-71.06739
42.36149,-71.08471
42.36179,-71.08013
42.361767,-71.066345
42.366535,-71.08211
42.3624,-71.06505
42.371067,-71.088875
42.36914,-71.07314
42.36342,-71.07077
42.37234,-71.06921
42.371838,-71.06791
42.361168,-71.06989
42.366383,-71.082
42.36666,-71.06689
42.368877,-71.07971
42.37171,-71.07678
42.361927,-71.08196
42.370365,-71.06841
42.369373,-71.06498
42.363773,-71.08271
42.366573,-71.06636
42.365223,-71.08604
42.36357,-71.08473
42.37182,-71.06596
42.362003,-71.07084
42.361073,-71.069885
42.36784,-71.07056
42.370777,-71.066605
42.363266,-71.06518
42.366795,-71.0661
42.36571,-71.07677
42.36109,-71.06875
42.36113,-71.06638
42.37229,-71.06872
42.36262,-71.08816
42.36545,-71.085266
42.361702,-71.08575
42.36847,-71.07319
42.36191,-71.08504
42.362465,-71.07195
42.3622,-71.08413
42.364697,-71.08518
42.36868,-71.073616
42.372658,-71.09253
42.370316,-71.08
42.36317,-71.08426
42.36651,-71.064735
42.365936,-71.06472
42.37194,-71.08709
42.363594,-71.06704
42.366127,-71.06676
42.366978,-71.067535
42.36448,-71.066216
42.361027,-71.07004
42.368572,-71.07741
42.369736,-71.06613
42.3664,-71.06477
42.36962,-71.07156
42.363632,-71.08199
42.3611,-71.06826
42.361374,-71.07047
42.361675,-71.08526
42.368767,-71.07822
42.371307,-71.07416
42.361866,-71.07186
42.36666,-71.085945
42.361233,-71.06686
42.369205,-71.077255
42.366444,-71.0668
42.369755,-71.067
42.364716,-71.08931
42.361134,-71.06551
42.368298,-71.07424
42.37046,-71.06541
42.369328,-71.07723
42.366127,-71.06736
42.364983,-71.08555
42.370403,-71.07082
42.362175,-71.0638
42.37132,-71.0696
42.361378,-71.07116
42.36362,-71.08361
42.36178,-71.06554
42.36773,-71.08595
42.36798,-71.07457
42.368023,-71.08076
42.36666,-71.088165
42.362663,-71.06512
42.361458,-71.08433
42.37182,-71.08613
42.366535,-71.06788
42.371544,-71.06596
42.367023,-71.06462
42.36043,-71.083954
42.36332,-71.084145
42.363857,-71.08117
42.367615,-71.06597
42.361755,-71.07264
42.371796,-71.076744
42.363117,-71.07056
42.36858,-71.07372
42.363552,-71.08784
42.365112,-71.07754
42.36666,-71.078674
42.366253,-71.08726
42.361576,-71.07271
42.37245,-71.07937
42.36123,-71.070786
42.364223,-71.06588
42.368477,-71.07158
42.36132,-71.07277
42.363857,-71.078545
42.366337,-71.087944
42.366486,-71.067986
42.361168,-71.08953
42.367386,-71.064835
42.37073,-71.071465
42.372223,-71.06967
42.366405,-71.06821
42.367176,-71.06924
42.366222,-71.08618
42.36174,-71.07113
42.36299,-71.08233
42.363953,-71.07025
42.372196,-71.07636
42.372154,-71.07616
42.370884,-71.08892
42.370846,-71.069305
42.362194,-71.06687
42.372097,-71.08828
42.3704,-71.06873
42.36283,-71.065674
42.361942,-71.07145
42.366047,-71.066864
42.360943,-71.072754
42.363556,-71.0847
42.372177,-71.08006
42.366596,-71.08822
42.366077,-71.085045
42.361378,-71.07056
42.37154,-71.0695
42.37134,-71.0775
42.36291,-71.065094
42.370815,-71.0665
42.362583,-71.0713
42.367695,-71.0659
42.36497,-71.08527
42.36161,-71.08547
42.369766,-71.08662
42.365612,-71.06708
42.360268,-71.07004
42.365402,-71.08386
42.36592,-71.06877
42.36806,-71.06515
42.361347,-71.08496
42.366543,-71.069115
42.36619,-71.06501
42.369843,-71.06657
42.36671,-71.08205
42.364075,-71.08017
42.36656,-71.07787
42.37079,-71.076096
42.36732,-71.08145
42.36736,-71.0696
42.364605,-71.08526
42.372005,-71.06935
42.370853,-71.0786
42.36672,-71.06722
42.37063,-71.07616
42.366978,-71.0674
42.36182,-71.07083
42.36239,-71.07076
42.370937,-71.065796
42.36825,-71.07174
42.366737,-71.0682
42.362663,-71.0788
42.366768,-71.079544
42.36897,-71.08238
42.361256,-71.07912
42.364662,-71.08489
42.361786,-71.08014
42.36626,-71.06741
42.36544,-71.06916
42.36705,-71.06577
42.363613,-71.07056
42.359306,-71.06683
42.36666,-71.06693
42.368683,-71.07824
42.367817,-71.08228
42.368042,-71.06451
42.367126,-71.08742
42.36498,-71.086136
42.36666,-71.08427
42.36195,-71.067566
42.366325,-71.08154
42.363472,-71.08037
42.366287,-71.06872
42.37179,-71.06995
42.371944,-71.06529
42.3618,-71.07083
42.364567,-71.069786
42.364468,-71.06983
42.366093,-71.07971
42.363274,-71.08496
42.362022,-71.082794
42.371548,-71.075554
42.36672,-71.0682
42.36666,-71.084274
42.36188,-71.08523
42.36688,-71.08109
42.363163,-71.06508
42.371445,-71.07953
42.365643,-71.06618
42.36139,-71.08512
42.3612,-71.08166
42.364536,-71.078354
42.37169,-71.07948
42.362324,-71.07887
42.367504,-71.06477
42.37011,-71.068115
42.36666,-71.074554
42.370556,-71.07633
42.371853,-71.0672
42.361958,-71.083336
42.36957,-71.066734
42.37162,-71.0795
42.363777,-71.06711
42.361107,-71.088295
42.36141,-71.07069
42.361656,-71.082016
42.37156,-71.07821
42.36147,-71.08014
42.36678,-71.07963
42.363968,-71.068344
42.359543,-71.067726
42.369816,-71.07137
42.367577,-71.065674
42.371586,-71.076546
42.36173,-71.08607
42.363457,-71.07056
42.361706,-71.07209
42.37209,-71.06856
42.361153,-71.0706
42.363674,-71.07045
42.370785,-71.06946
42.367085,-71.08762
42.362473,-71.071785
42.371037,-71.0662
42.370663,-71.08843
42.36765,-71.06565
42.360767,-71.079414
42.36135,-71.07904
42.36272,-71.067665
42.371284,-71.08757
42.36614,-71.08872
42.371254,-71.07663
42.36385,-71.08347
42.36951,-71.07056
42.36666,-71.08408
42.366898,-71.06847
42.37341,-71.08154
42.370716,-71.06956
42.361584,-71.08534
42.372044,-71.0822
42.367653,-71.07056
42.37063,-71.06435
42.368664,-71.073845
42.372246,-71.08215
42.36581,-71.085205
42.361366,-71.083885
42.362637,-71.07195
42.362328,-71.08517
42.366673,-71.068275
42.36326,-71.08493
42.37014,-71.067345
42.36165,-71.08319
42.361237,-71.06636
42.363026,-71.08437
42.3611,-71.08154
42.364265,-71.066345
42.36221,-71.07099
42.363758,-71.08594
42.3653,-71.08535
42.3661,-71.067215
42.36663,-71.06992
42.36666,-71.08405
42.36343,-71.06602
42.36456,-71.06722
42.363895,-71.06731
42.365383,-71.086006
42.366554,-71.08233
42.36249,-71.071144
42.3609,-71.079735
42.35998,-71.08763
42.36792,-71.07756
42.36818,-71.071846
42.367165,-71.08154
42.36644,-71.06681
42.368317,-71.0752
42.363003,-71.07842
42.368423,-71.08154
42.36677,-71.08857
42.36476,-71.08514
42.36666,-71.06491
42.37139,-71.07569
42.369263,-71.07725
42.370026,-71.077065
42.36501,-71.0776
42.364418,-71.08829
42.36666,-71.07559
42.366734,-71.06821
42.36007,-71.06508
42.370853,-71.076546
42.362946,-71.07131
42.362083,-71.07888
42.361443,-71.0791
42.37175,-71.076515
42.366173,-71.065216
42.36222,-71.08518
42.36858,-71.07394
42.3674,-71.06698
42.362965,-71.085106
42.367287,-71.06977
42.36103,-71.085754
42.364143,-71.07823
42.361065,-71.07935
42.371174,-71.06994
42.361362,-71.079315
42.36111,-71.067856
42.36245,-71.08818
42.372128,-71.08414
42.361362,-71.07131
42.369923,-71.06743
42.366608,-71.06819
42.37222,-71.0766
42.3713,-71.06484
42.373203,-71.06931
42.363663,-71.086525
42.36666,-71.06809
42.369396,-71.06612
42.36145,-71.08024
42.36402,-71.06861
42.365627,-71.08154
42.36666,-71.0681
42.366074,-71.06504
42.361477,-71.07978
42.365646,-71.06701
42.363422,-71.06656
42.37176,-71.07583
42.367706,-71.065216
42.364872,-71.06889
42.370525,-71.06399
42.361942,-71.06789
